LOCAL;label
74035010;JUAN JORBA
74035020;JUAN LLERENA
74035030;JUSTO DARACT
74035040;LA PUNILLA
74035050;LAVAISSE
74035055;NACIÓN RANQUEL
74035060;SAN JOSÉ DEL MORRO
74035070;VILLA MERCEDES
74035080;VILLA REYNOLDS
74035090;VILLA SALLES
74042000;ZONA RURAL
74042010;ANCHORENA
74042020;ARIZONA
74042030;BAGUAL
74042040;BATAVIA
74042050;BUENA ESPERANZA
74042060;FORTÍN EL PATRIA
74042070;FORTUNA
74042080;LA MAROMA
74042090;LOS OVEROS
74042100;MARTÍN DE LOYOLA
74042110;NAHUEL MAPA
74042120;NAVIA
74042130;NUEVA GALIA
74042140;UNIÓN
74049000;ZONA RURAL
74049010;CARPINTERÍA
74049020;CERRO DE ORO
74049030;LAFINUR
74049040;LOS CAJONES
74049050;LOS MOLLES
74049060;MERLO
74049070;SANTA ROSA DEL CONLARA
74049080;TALITA
74056000;ZONA RURAL
74056010;ALTO PELADO
74056020;ALTO PENCOSO
74056030;BALDE
74056040;BEAZLEY
74056050;CAZADOR
74056060;CHOSMES
74056070;DESAGUADERO
74056080;EL VOLCÁN
74056090;JARILLA
74056100;JUANA KOSLAY
74056105;LA PUNTA
74056110;MOSMOTA
74056120;POTRERO DE LOS FUNES
74056130;SALINAS DEL BEBEDERO
74056140;SAN JERÓNIMO
74056150;SAN LUIS
74056160;ZANJITAS
74063000;ZONA RURAL
74063010;LA VERTIENTE
74063020;LAS AGUADAS
74063030;LAS CHACRAS
74063040;LAS LAGUNAS
74063050;PASO GRANDE
74063060;POTRERILLO
74063070;SAN MARTÍN
74063080;VILLA DE PRAGA
78007000;ZONA RURAL
78007010;COMANDANTE LUIS PIEDRABUEN
78007020;PUERTO SANTA CRUZ
78014000;ZONA RURAL
78014010;CALETA OLIVIA
78014020;CAÑADÓN SECO
78014030;FITZ ROY
78014040;JARAMILLO
78014050;KOLUEL KAIKE
78014060;LAS HERAS
78014070;PICO TRUNCADO
78014080;PUERTO DESEADO
78014090;TELLIER
78021000;ZONA RURAL
78021010;EL TURBIO
78021020;JULIA DUFOUR
78021030;MINA 3
78021040;RÍO GALLEGOS
78021050;ROSPENTEK
78021060;28 DE NOVIEMBRE
78021070;YACIMIENTOS RÍO TURBIO
78028000;ZONA RURAL
78028010;EL CALAFATE
78028020;EL CHALTÉN
78028030;TRES LAGOS
78035000;ZONA RURAL
78035010;LOS ANTIGUOS
78035020;PERITO MORENO
78042000;ZONA RURAL
78042010;PUERTO SAN JULIÁN
78049000;ZONA RURAL
78049010;BAJO CARACOLES
78049020;GOBERNADOR GREGORES
78049030;HIPÓLITO YRIGOYEN
82007000;ZONA RURAL
82007010;ARMSTRONG
82007020;BOUQUET
82007030;LAS PAREJAS
82007040;LAS ROSAS
82007050;MONTES DE OCA
82007060;TORTUGAS
82014000;ZONA RURAL
82014010;AREQUITO
82014020;ARTEAGA
82014030;BERABEÚ
82014040;BIGAND
82014050;CASILDA
82014060;CHABAS
82014070;CHAÑAR LADEADO
82014080;GÖDEKEN
82014090;LOS MOLINOS
82014100;LOS NOGALES
82014110;LOS QUIRQUINCHOS
82014120;SAN JOSÉ DE LA ESQUINA
82014130;SANFORD
82014140;VILLADA
82021000;ZONA RURAL
82021010;ALDAO
82021020;ANGÉLICA
82021030;ATALIVA
82021040;AURELIA
82021050;BARRIOS ACAPULCO Y VERACRU
82021060;BAUER Y SIGEL
82021070;BELLA ITALIA
82021080;CASTELLANOS
82021090;COLONIA BICHA
82021100;COLONIA CELLO
82021110;COLONIA MARGARITA
82021120;COLONIA RAQUEL
82021130;CORONEL FRAGA
82021140;EGUSQUIZA
82021150;ESMERALDA
82021160;ESTACIÓN CLUCELLAS
82021170;ESTACIÓN SAGUIER
82021180;EUSEBIA Y CAROLINA
82021190;EUSTOLIA
82021200;FRONTERA
82021210;GARIBALDI
82021220;HUMBERTO PRIMO
82021230;JOSEFINA
82021240;LEHMANN
82021250;MARÍA JUANA
82021260;NUEVA LEHMANN
82021270;PLAZA CLUCELLAS
82021280;PLAZA SAGUIER
82021290;PRESIDENTE ROCA
82021300;PUEBLO MARINI
82021310;RAFAELA
82021320;RAMONA
82021330;SAN ANTONIO
82021340;SAN VICENTE
82021350;SANTA CLARA DE SAGUIER
82021360;SUNCHALES
82021370;SUSANA
82021380;TACURAL
82021390;VILA
82021400;VILLA JOSEFINA
82021410;VILLA SAN JOSÉ
82021420;VIRGINIA
82021430;ZENÓN PEREYRA
82028000;ZONA RURAL
82028010;ALCORTA
82028020;BARRIO ARROYO DEL MEDIO
82028030;BARRIO MITRE
82028040;BOMBAL
82028050;CAÑADA RICA
82028060;CEPEDA
82028070;EMPALME VILLA CONSTITUCIÓN
82028080;FIRMAT
82028090;GENERAL GELLY
82028100;GODOY
82028110;JUAN B. MOLINA
82028120;JUNCAL
82028130;LA VANGUARDIA
82028140;MÁXIMO PAZ
82028150;PAVÓN
82028160;PAVON ARRIBA
82028170;PEYRANO
82028180;RUEDA
82028190;SANTA TERESA
82028200;SARGENTO CABRAL
82028210;STEPHENSON
82028220;THEOBALD
82028230;VILLA CONSTITUCIÓN
82035000;ZONA RURAL
82035010;CAYASTÁ
82035020;HELVECIA
82035030;LOS ZAPALLOS
82035040;SALADERO MARIANO CABAL
82035050;SANTA ROSA DE CALCHINES
82042000;ZONA RURAL
82042010;AARÓN CASTELLANOS
82042020;AMENÁBAR
82042030;CAFFERATA
82042040;CAÑADA DEL UCLE
82042050;CARMEN
82042060;CARRERAS
82042070;CHAPUY
82042080;CHOVET
82042090;CHRISTOPHERSEN
82042100;DIEGO DE ALVEAR
82042110;ELORTONDO
82042120;FIRMAT
82042130;HUGHES
82042140;LA CHISPA
82042150;LABORDEBOY
82042160;LAZZARINO
82042170;MAGGIOLO
82042180;MARÍA TERESA
82042190;MELINCUÉ
82042200;MIGUEL TORRES
82042210;MURPHY
82042220;RUFINO
82042230;SAN EDUARDO
82042240;SAN FRANCISCO DE SANTA FE
82042250;SAN GREGORIO
82042260;SANCTI SPIRITU
82042270;SANTA ISABEL
82042280;TEODELINA
82042290;VENADO TUERTO
82042300;VILLA CAÑÁS
82042310;WHEELWRIGHT
82049000;ZONA RURAL
82049010;ARROYO CEIBAL
82049020;AVELLANEDA
82049030;BERNA
82049040;EL ARAZA
82049050;EL RABÓN
82049060;FLORENCIA
82049070;GUADALUPE NORTE
82049080;INGENIERO CHANOURDIE
82049090;LA ISLETA
82049100;LA SARITA
82049110;LANTERI
82049120;LAS GARZAS
82049130;LAS TOSCAS
82049140;LOS LAURELES
82049150;MALABRIGO
82049160;PARAJE SAN MANUEL
82049170;PUERTO RECONQUISTA
82049180;RECONQUISTA
82049190;SAN ANTONIO DE OBLIGADO
82049200;TACUARENDI
82049210;VILLA ANA
82049220;VILLA GUILLERMINA
82049230;VILLA OCAMPO
82056000;ZONA RURAL
82056010;BARRIO CICARELLI
82056020;BUSTINZA
82056030;CAÑADA DE GÓMEZ
82056040;CARRIZALES
82056050;CLASSON
82056060;COLONIA MÉDICI
82056070;CORREA
82056080;LARGUÍA
82056090;LUCIO V. LÓPEZ
82056100;OLIVEROS
82056110;PUEBLO ANDINO
82056120;SALTO GRANDE
82056130;SERODINO
82056140;TOTORAS
82056150;VILLA ELOÍSA
82056160;VILLA LA RIVERA (OLIVEROS)
82056170;VILLA LA RIVERA (PUEBLO AN
82063000;ZONA RURAL
82063010;ANGEL GALLARDO
82063020;ARROYO AGUIAR
82063030;ARROYO LEYES
82063040;CABAL
82063050;CAMPO ANDINO
82063060;CANDIOTI
82063070;EMILIA
82063080;LAGUNA PAIVA
82063090;LLAMBI CAMPBELL
82063100;MONTE VERA
82063110;NELSON
82063120;PARAJE CHACO CHICO
82063130;PARAJE LA COSTA
82063140;RECREO
82063150;RINCÓN POTRERO
82063160;SAN JOSÉ DEL RINCÓN
82063170;SANTA FE
82063180;SANTO TOMÉ
82063190;SAUCE VIEJO
82063200;VILLA LAURA
82070000;ZONA RURAL
82070010;CAVOUR
82070020;CULULÚ
82070030;ELISA
82070040;EMPALME SAN CARLOS
82070050;ESPERANZA
82070060;FELICIA
82070070;FRANCK
82070080;GRUTLY
82070090;HIPATÍA
82070100;HUMBOLDT
82070110;JACINTO L. ARÁUZ
82070120;LA PELADA
82070130;LAS TUNAS
82070140;MARÍA LUISA
82070150;MATILDE
82070160;NUEVO TORINO
82070170;PILAR
82070180;PLAZA MATILDE
82070190;PROGRESO
82070200;PROVIDENCIA
82070210;SA PEREYRA
82070220;SAN AGUSTÍN
82070230;SAN CARLOS CENTRO
82070240;SAN CARLOS NORTE
82070250;SAN CARLOS SUD
82070260;SAN JERÓNIMO DEL SAUCE
82070270;SAN JERÓNIMO NORTE
82070280;SAN MARIANO
82070290;SANTA CLARA DE BUENA VISTA
82070300;SANTO DOMINGO
82070310;SARMIENTO
82077000;ZONA RURAL
82077010;ESTEBAN RAMS
82077020;GATO COLORADO
82077030;GREGORIA PÉREZ DE DENIS
82077040;LOGROÑO
82077050;MONTEFIORE
82077060;POZO BORRADO
82077065;SAN BERNARDO
82077070;SANTA MARGARITA
82077080;TOSTADO
82077090;VILLA MINETTI
82084000;ZONA RURAL
82084010;ACEBAL
82084020;ALBARELLOS
82084030;ÁLVAREZ
82084040;ALVEAR
82084050;ARBILLA
82084060;ARMINDA
82084070;ARROYO SECO
82084080;CARMEN DEL SAUCE
82084090;CORONEL BOGADO
82084100;CORONEL RODOLFO S. DOMÍNGU
82084110;CUATRO ESQUINAS
82084120;EL CARAMELO
82084130;FIGHIERA
82084140;FUNES
82084150;GENERAL LAGOS
82084160;GRANADERO BAIGORRIA
82084170;IBARLUCEA
82084180;KILÓMETRO 101
82084190;LOS MUCHACHOS-LA ALBORADA
82084200;MONTE FLORES
82084210;PÉREZ
82084220;PIÑERO
82084230;PUEBLO ESTHER
82084240;PUEBLO MUÑOZ
82084250;PUEBLO URANGA
82084260;PUERTO ARROYO SECO
82084270;ROSARIO
82084280;SOLDINI
82084290;VILLA AMELIA
82084300;VILLA DEL PLATA
82084310;VILLA GOBERNADOR GÁLVEZ
82084320;ZAVALLA
82091000;ZONA RURAL
82091010;AGUARÁ GRANDE
82091020;AMBROSETTI
82091030;ARRUFO
82091040;BALNEARIO LA VERDE
82091050;CAPIVARA
82091060;CERES
82091070;COLONIA ANA
82091080;COLONIA BOSSI
82091090;COLONIA ROSA
82091100;CONSTANZA
82091110;CURUPAYTI
82091120;HERSILIA
82091130;HUANQUEROS
82091140;LA CABRAL
82091145;LA LUCILA
82091150;LA RUBIA
82091160;LAS AVISPAS
82091170;LAS PALMERAS
82091180;MOISÉS VILLE
82091190;MONIGOTES
82091200;ÑANDUCITA
82091210;PALACIOS
82091220;SAN CRISTÓBAL
82091230;SAN GUILLERMO
82091240;SANTURCE
82091250;SOLEDAD
82091260;SUARDI
82091270;VILLA SARALEGUI
82091280;VILLA TRINIDAD
82098000;ZONA RURAL
82098010;ALEJANDRA
82098020;CACIQUE ARIACAIQUÍN
82098030;COLONIA DURÁN
82098040;LA BRAVA
82098050;ROMANG
82098060;SAN JAVIER
82105000;ZONA RURAL
82105010;AROCENA
82105020;BALNEARIO MONJE
82105030;BARRANCAS
82105040;BARRIO CAIMA
82105050;BARRIO EL PACAÁ-BARRIO COM
82105060;BERNARDO DE IRIGOYEN
82105070;CASALEGNO
82105080;CENTENO
82105090;CORONDA
82105100;DESVÍO ARIJÓN
82105110;DÍAZ
82105120;GABOTO
82105130;GÁLVEZ
82105140;GESSLER
82105150;IRIGOYEN
82105160;LARRECHEA
82105170;LOMA ALTA
82105180;LÓPEZ
82105190;MACIEL
82105200;MONJE
82105210;PUERTO ARAGÓN
82105220;SAN EUGENIO
82105230;SAN FABIÁN
82105240;SAN GENARO
82105250;SAN GENARO NORTE
82112000;ZONA RURAL
82112010;ANGELONI
82112020;CAYASTACITO
82112030;COLONIA DOLORES
82112040;ESTHER
82112050;GOBERNADOR CRESPO
82112060;LA CRIOLLA
82112070;LA PENCA Y CARAGUATÁ
82112080;MARCELINO ESCALADA
82112090;NARÉ
82112100;PEDRO GÓMEZ CELLO
82112110;RAMAYÓN
82112120;SAN BERNARDO
82112130;SAN JUSTO
82112140;SAN MARTÍN NORTE
82112150;SILVA
82112160;VERA Y PINTADO
82112170;VIDELA
82119000;ZONA RURAL
82119010;ALDAO
82119020;CAPITÁN BERMÚDEZ
82119030;CARCARAÑÁ
82119040;CORONEL ARNOLD
82119050;FRAY LUIS BELTRÁN
82119060;FUENTES
82119065;IBARLUCEA
82119070;LUIS PALACIOS
82119080;PUERTO GENERAL SAN MARTÍN
82119090;PUJATO
82119100;RICARDONE
82119110;ROLDÁN
82119120;SAN JERÓNIMO SUD
82119130;SAN LORENZO
82119140;TIMBÚES
82119150;VILLA ELVIRA
82119160;VILLA MUGUETA
82119170;IBARLUCEA
82126000;ZONA RURAL
82126010;CAÑADA ROSQUÍN
82126020;CARLOS PELLEGRINI
82126030;CASAS
82126040;CASTELAR
82126050;COLONIA BELGRANO
82126060;CRISPI
82126070;EL TRÉBOL
82126080;LANDETA
82126090;LAS BANDURRIAS
82126100;LAS PETACAS
82126110;LOS CARDOS
82126120;MARÍA SUSANA
82126130;PIAMONTE
82126140;SAN JORGE
82126150;SAN MARTÍN DE LAS ESCOBAS
82126160;SASTRE
82126170;TRAILL
82126180;WILDERMUTH
82133000;ZONA RURAL
82133010;CALCHAQUÍ
82133020;CAÑADA OMBÚ
82133030;COLMENA
82133040;FORTÍN OLMOS
82133050;GARABATO
82133060;GOLONDRINA
82133070;INTIYACO
82133080;KILÓMETRO 115
82133090;LA GALLARETA
82133100;LOS AMORES
82133110;MARGARITA
82133120;PARAJE 29
82133130;POZO DE LOS INDIOS
82133140;PUEBLO SANTA LUCÍA
82133150;TARTAGAL
82133160;TOBA
82133170;VERA
86007000;ZONA RURAL
86007010;ARGENTINA
86007020;CASARES
86007030;MALBRÁN
86007040;VILLA GENERAL MITRE
86014000;ZONA RURAL
86014010;CAMPO GALLO
86014020;CORONEL MANUEL L. RICO
86014030;DONADEU
86014040;SACHAYOJ
86014050;SANTOS LUGARES
86021000;ZONA RURAL
86021010;ESTACIÓN ATAMISQUI
86021020;MEDELLÍN
86021030;VILLA ATAMISQUI
86028000;ZONA RURAL
86028010;COLONIA DORA
86028020;HERRERA
86028030;ICAÑO
86028040;LUGONES
86028050;REAL SAYANA
86028060;VILLA MAILÍN
86035000;ZONA RURAL
86035010;ABRA GRANDE
86035020;ANTAJÉ
86035030;ARDILES
86035040;CAÑADA ESCOBAR
86035050;CHAUPI POZO
86035060;CLODOMIRA
86035070;HUYAMAMPA
86035080;LA AURORA
86035090;LA BANDA
86035100;LA DÁRSENA
86035110;LOS QUIROGA
86035120;LOS SORIA
86035130;SIMBOLAR
86035140;TRAMO 16
86035150;TRAMO 20
86042000;ZONA RURAL
86042010;BANDERA
86042020;CUATRO BOCAS
86042030;FORTÍN INCA
86042040;GUARDIA ESCOLTA
86049000;ZONA RURAL
86049010;EL DEÁN
86049020;EL MOJÓN
86049030;EL ZANJÓN
86049040;LOS CARDOZOS
86049050;MACO
86049060;MAQUITO
86049070;MORALES
86049080;PUESTO DE SAN ANTONIO
86049090;SAN PEDRO
86049100;SANTA MARÍA
86049110;SANTIAGO DEL ESTERO
86049120;VUELTA DE LA BARRANCA
86049130;YANDA
86056000;ZONA RURAL
86056010;EL CABURÉ
86056020;LA FIRMEZA
86056030;LOS PIRPINTOS
86056040;LOS TIGRES
86056050;MONTE QUEMADO
86056060;NUEVA ESPERANZA
86056070;PAMPA DE LOS GUANACOS
86056080;SAN JOSÉ DEL BOQUERÓN
86056090;URUTAÚ
86063000;ZONA RURAL
86063010;ANCAJÁN
86063020;CHOYA
86063030;ESTACIÓN LA PUNTA
86063040;FRÍAS
86063050;LAPRIDA
86063070;SAN PEDRO
86063080;TAPSO
86063090;VILLA LA PUNTA
86070000;ZONA RURAL
86070010;BANDERA BAJADA
86070020;CASPI CORRAL
86070030;COLONIA SAN JUAN
86070040;EL CRUCERO
86070050;KILÓMETRO 30
86070060;LA CAÑADA
86070070;LA INVERNADA NORTE
86070080;MINERVA
86070090;VACA HUAÑUNA
86070100;VILLA FIGUEROA
86077000;ZONA RURAL
86077010;AÑATUYA
86077020;AVERÍAS
86077030;ESTACIÓN TACAÑITAS
86077040;LA NENA
86077050;LOS JURÍES
86077060;TOMÁS YOUNG
86084000;ZONA RURAL
86084010;LAVALLE
86084020;SAN PEDRO
86091000;ZONA RURAL
86091005;EL ARENAL
86091010;EL BOBADAL
86091020;EL CHARCO
86091030;EL RINCÓN
86091040;GRAMILLA
86091050;ISCA YACU
86091060;ISCA YACU SEMAUL
86091070;POZO HONDO
86091080;SAN PEDRO
86098000;ZONA RURAL
86098010;EL COLORADO
86098020;EL CUADRADO
86098030;MATARÁ
86098040;SUNCHO CORRAL
86098050;VILELAS
86098060;YUCHÁN
86105000;ZONA RURAL
86105010;VILLA SAN MARTÍN (EST. LORETO)
86112000;ZONA RURAL
86112010;VILLA UNIÓN
86119000;ZONA RURAL
86119010;AEROLITO
86119020;ALHUAMPA
86119030;HASSE
86119040;HERNÁN MEJÍA MIRAVAL
86119050;LAS TINAJAS
86119060;LIBERTAD
86119070;LILO VIEJO
86119080;PATAY
86119090;PUEBLO PABLO TORELO
86119100;QUIMILÍ
86119110;ROVERSI
86119120;TINTINA
86119130;WEISBURD
86126000;ZONA RURAL
86126010;EL 49
86126020;SOL DE JULIO
86126030;VILLA OJO DE AGUA
86133000;ZONA RURAL
86133010;EL MOJÓN
86133020;LAS DELICIAS
86133030;NUEVA ESPERANZA
86133040;POZO BETBEDER
86133050;RAPELLI
86133060;SANTO DOMINGO
86140000;ZONA RURAL
86140010;RAMÍREZ DE VELAZCO
86140020;SUMAMPA
86140030;SUMAMPA VIEJO
86147000;ZONA RURAL
86147010;CHAÑAR POZO DE ABAJO
86147020;CHAUCHILLAS
86147030;COLONIA TINCO
86147040;EL CHARCO
86147050;GRAMILLA
86147060;LA NUEVA DONOSA
86147070;LOS MIRANDA
86147080;LOS NÚÑEZ
86147090;MANSUPA
86147100;POZUELOS
86147110;RODEO DE VALDEZ
86147120;EL SAUZAL
86147130;TERMAS DE RÍO HONDO
86147140;VILLA GIMÉNEZ
86147150;VILLA RÍO HONDO
86147160;VILLA TURÍSTICA DEL EMBALSE DE RÍ
86147170;VINARÁ
86154000;ZONA RURAL
86154010;COLONIA ALPINA
86154020;PALO NEGRO
86154030;SELVA
86161000;ZONA RURAL
86161010;BELTRÁN
86161020;COLONIA EL SIMBOLAR
86161030;FERNÁNDEZ
86161040;INGENIERO FORRES
86161050;VILMER
86168000;ZONA RURAL
86168010;CHILCA JULIANA
86168020;LOS TELARES
86168030;VILLA SALAVINA
86175000;ZONA RURAL
86175010;BREA POZO
86175020;ESTACIÓN ROBLES
86175030;ESTACIÓN TABOADA
86175040;VILLA NUEVA
86182000;ZONA RURAL
86182010;GARZA
86189000;ZONA RURAL
86189010;ÁRRAGA
86189020;NUEVA FRANCIA
86189030;SIMBOL
86189040;SUMAMAO
86189050;VILLA SILÍPICA
90007000;ZONA RURAL
90007010;BARRIO SAN JORGE
90007020;EL CHAÑAR
90007030;EL NARANJO
90007040;GARMENDIA
90007050;LA RAMADA
90007060;MACOMITAS
90007070;PIEDRABUENA
90007080;7 DE ABRIL
90007090;VILLA BENJAMÍN ARÁOZ
90007100;VILLA BURRUYACÚ
90007110;VILLA PADRE MONTI
90014000;ZONA RURAL
90014010;ALDERETES
90014020;BANDA DEL RÍO SALÍ
90014040;COLOMBRES
90014050;COLONIA MAYO - BARRIO LA MILAGROSA
90014060;DELFIN GALLO
90014070;EL BRACHO
90014080;LA FLORIDA
90014090;LAS CEJAS
90014100;LOS RALOS
90014110;PACARÁ
90014120;RANCHILLOS
90014130;SAN ANDRÉS
90021000;ZONA RURAL
90021010;ALPACHIRI
90021020;ALTO VERDE
90021030;ARCADIA
90021040;BARRIO SAN ROQUE
90021050;CONCEPCIÓN
90021060;ILTICO
90021070;LA TRINIDAD
90021080;MEDINA
90028000;ZONA RURAL
90028010;BARRIO CASA ROSADA
90028020;CAMPO DE HERRERA
90028030;FAMAILLÁ
90028040;INGENIO FRONTERITA
90035000;ZONA RURAL
90035010;GRANEROS
90035020;LAMADRID
90035030;TACO RALO
90042000;ZONA RURAL
90042010;JUAN BAUTISTA ALBERDI
90042020;VILLA BELGRANO
90049000;ZONA RURAL
90049010;LA COCHA
90049020;SAN JOSÉ DE LA COCHA
90056000;ZONA RURAL
90056010;BELLA VISTA
90056020;ESTACIÓN ARÁOZ
90056030;LOS PUESTOS
90056040;MANUEL GARCÍA FERNÁNDEZ
90056050;PALA PALA
90056060;RIO COLORADO
90056070;SANTA ROSA DE LEALES
90056080;VILLA FIAD - INGENIO LEALES
90056090;VILLA DE LEALES
90063000;ZONA RURAL
90063010;BARRIO SAN FELIPE
90063020;EL MANANTIAL
90063030;INGENIO SAN PABLO
90063040;LA REDUCCIÓN
90063050;LULES
90070000;ZONA RURAL
90070010;ACHERAL
90070020;CAPITÁN CÁCERES
90070030;MONTEROS
90070040;PUEBLO INDEPENDENCIA
90070050;RÍO SECO
90070060;SANTA LUCÍA
90070070;SARGENTO MOYA
90070080;SOLDADO MALDONADO
90070090;TENIENTE BERDINA
90070100;VILLA QUINTEROS
90077000;ZONA RURAL
90077010;AGUILARES
90077020;LOS SARMIENTOS
90077030;RÍO CHICO
90077040;SANTA ANA
90077050;VILLA CLODOMIRO HILERET
90084010;SAN MIGUEL DE TUCUMÁN
90091000;ZONA RURAL
90091010;ATAHONA
90091020;MONTEAGUDO
90091030;NUEVA TRINIDAD
90091040;SANTA CRUZ
90091050;SIMOCA
90091060;VILLA CHICLIGASTA
90098000;ZONA RURAL
90098010;AMAICHA DEL VALLE
90098020;COLALAO DEL VALLE
90098030;EL MOLLAR
90098040;TAFI DEL VALLE
90105000;ZONA RURAL
90105010;BARRIO EL CRUCE
90105020;BARRIO LOMAS DE TAFÍ
90105030;BARRIO MUTUAL SAN MARTÍN
90105040;BARRIO PARADA 14
90105050;BARRIO UTA II
90105060;DIAGONAL NORTE - LUZ Y FUERZA - LOS POCI   POCI
90105070;EL CADILLAL
90105080;TAFÍ VIEJO
90105090;VILLA LAS FLORES
90105100;VILLA MARIANO MORENO - EL COLMENAR
90112000;ZONA RURAL
90112010;CHOROMORO
90112020;SAN PEDRO DE COLALAO
90112030;VILLA DE TRANCAS
90119000;ZONA RURAL
90119010;BARRIO SAN JOSÉ III
90119020;VILLA CARMELA
90119030;YERBA BUENA - MARCOS PAZ
94007000;ZONA RURAL
94007010;RÍO GRANDE
94007020;TOLHUIN
94014000;ZONA RURAL
94014010;LAGUNA ESCONDIDA
94014020;USHUAIA
94021000;ISLAS GEORGIAS, ORCADAS Y SAD
94028000;BASES ANTARTICAS
95000002;MISSING
95000001;NOTAPPLICABLE
