MUNI;label
181540385;LORETO
181540392;SAN MIGUEL
181610399;9 DE JULIO
181610406;PEDRO R. FERNANDEZ
181610413;CHAVARRIA
181610417;COLONIA PANDO
181610420;SAN ROQUE
181680427;GARRUCHOS
181680434;GOBERNADOR VIRASORO
181680441;JOSE RAFAEL GOMEZ
181680448;SANTO TOME
181750455;SAUCE
300080000;ZONA RURAL
300080007;COLON
300080014;SAN JOSE
300080021;UBAJAY
300080028;VILLA ELISA
300089005;ARROYO BARU
300089007;COLONIA SAN ANSELMO Y ALEDAÑAS
300089010;HAMBIS
300089015;HOCKER
300089020;LA CLARITA
300089025;PUEBLO CAZES
300089030;PUEBLO LIEBIG S
300150000;ZONA RURAL
300150035;COLONIA AYUI
300150042;CONCORDIA
300150049;ESTANCIA GRANDE
300150056;LA CRIOLLA
300150063;LOS CHARRUAS
300150070;PUERTO YERUA
300159035;CLODOMIRO LEDESMA
300159040;COLONIA GENERAL ROCA
300159045;EL REDOMON
300159050;ESTACION YERUA
300159060;NUEVA ESCOCIA
300159065;PEDERNAL
300159070;SAN JUSTO
300210000;ZONA RURAL
300210077;ALDEA VALLE MARIA
300210084;DIAMANTE
300210091;GENERAL RAMIREZ
300210098;VILLA LIBERTADOR SAN MARTIN
300219075;ALDEA BRASILERA
300219080;ALDEA GRAPSCHENTAL
300219085;ALDEA PROTESTANTE
300219090;ALDEA SALTO
300219095;ALDEA SPATZENKUTTER
300219100;COLONIA ENSAYO
300219105;COSTA GRANDE
300219110;ESTACION CAMPS
300219115;EL CARMEN - ESTACION RACEDO
300219120;GENERAL ALVEAR
300219125;ISLETAS
300219130;LAS CUEVAS
300280000;ZONA RURAL
300280105;CHAJARI
300280112;FEDERACION
300280115;LOS CONQUISTADORES
300280119;SAN JAIME DE LA FRONTERA
300280126;SANTA ANA
300280133;VILLA DEL ROSARIO
300289135;COLONIA ALEMANA
300289140;COLONIA LA ARGENTINA
300289143;COLONIA SANTA MARIA Y LAS MARGARITAS
300289150;GUALEGUAYCITO
300289155;LA FLORIDA
300289160;LA FRATERNIDAD Y SANTA JUANA
300289165;PARAJE GUAYAQUIL
300289175;SAN PEDRO
300289180;SAN RAMON
300289185;SAN ROQUE
300350000;ZONA RURAL
300350140;CONSCRIPTO BERNARDI
300350147;FEDERAL
300350154;SAUCE DE LUNA
300359190;ARROYO DEL MEDIO
300359192;ARROYO LAS TUNAS
300359193;BANDERAS
300359195;DISTRITO DIEGO LOPEZ
300359200;EL CIMARRON
300359205;EL GRAMIYAL
300359215;NUEVA VIZCAYA
300359220;PASO DUARTE
300359225;SANTA LUCIA
300420000;ZONA RURAL
300420161;SAN JOSE DE FELICIANO
300429230;DISTRITO CHAÑAR
300429235;LA ESMERALDA
300429240;LA HIERRA
300429245;LA VERBENA
300429250;LAGUNA BENITEZ
300429260;MULAS GRANDES
300429265;SAN VICTOR
300490000;ZONA RURAL
300490168;GENERAL GALARZA
300490175;GUALEGUAY
300499270;ALDEA ASUNCION
300499280;DISTRITO PRIMERO
300499290;DISTRITO SEXTO COSTA DE NOGOYA
300499295;ESTACION LAZO
300499302;ISLAS LAS LECHIGUANAS
300560000;ZONA RURAL
300560182;ALDEA SAN ANTONIO
300560184;ENRIQUE CARBO
300560185;GILBERT
300560189;GUALEGUAYCHU
300560196;LARROQUE
300560199;PUEBLO GENERAL BELGRANO
300560203;URDINARRAIN
300569320;ALDEA SAN JUAN
300569330;COSTA URUGUAY NORTE
300569340;CUCHILLA REDONDA
300569345;DISTRITO TALITAS
300569355;ESTACION ESCRIÑA
300569360;FAUSTINO M.  PARERA
300569365;GENERAL ALMADA
300569370;IRAZUSTA
300569375;LAS MERCEDES
300569380;PASTOR BRITOS
300569395;RINCON DEL CINTO
300569400;RINCON DEL GATO
300630000;ZONA RURAL
300630210;CEIBAS
300630217;IBICUY
300630224;VILLA PARANACITO
300639405;MEDANOS
300700000;ZONA RURAL
300700231;ALCARAZ
300700238;BOVRIL
300700245;LA PAZ
300700252;PIEDRAS BLANCAS
300700259;SANTA ELENA
300709415;ALCARAZ NORTE
300709420;ALCARAZ SUR
300709425;COLONIA AVIGDOR
300709430;COLONIA CARRASCO
300709440;COLONIA OFICIAL Nº 3 Y 14
300709445;COLONIA VIRARO
300709450;EL QUEBRACHO
300709455;EL SOLAR
300709460;ESTAQUITAS
300709465;LA PROVIDENCIA
300709475;OMBU
300709480;PICADA BERON
300709485;PUERTO ALGARROBO
300709490;SAN GUSTAVO
300709495;SAN RAMIREZ
300709497;SAUCECITO
300709500;SIR LEONARD
300709505;YACARE
300709510;YESO OESTE
300770000;ZONA RURAL
300770266;ARANGUREN
300770273;HERNANDEZ
300770280;LUCAS GONZALEZ
300770287;NOGOYA
300779515;ALDEA SAN MIGUEL
300779520;BETBEDER
300779525;CRUCESITAS OCTAVA
300779540;DISTRITO CHIQUEROS
300779545;DON CRISTOBAL PRIMERO
300779550;DON CRISTOBAL SEGUNDO
300779555;FEBRE
300779560;JUSTO JOSE DE URQUIZA
300779565;LAURENCENA
300779570;XX DE SETIEMBRE
300840000;ZONA RURAL
300840294;CERRITO
300840297;COLONIA AVELLANEDA
300840301;CRESPO
300840308;HASENKAMP
300840315;HERNANDARIAS
300840322;MARIA GRANDE
300840329;ORO VERDE
300840336;PARANA
300840343;SAN BENITO
300840350;SEGUI
300840357;TABOSSI
300840364;VIALE
300840371;VILLA URQUIZA
300849575;ALDEA EIGENFELD
300849580;ALDEA MARIA LUISA
300849585;ALDEA SAN ANTONIO
300849590;ALDEA SAN RAFAEL
300849595;ALDEA SANTA MARIA
300849605;ANTONIO TOMAS
300849610;ARROYO BURGOS
300849620;ARROYO MATURRANGO
300849625;ARROYO PALO SECO
300849635;COLONIA CELINA
300849645;COLONIA CRESPO
300849650;COLONIA MEROU
300849660;CURTIEMBRE
300849670;DISTRITO TALA
300849675;EL PALENQUE
300849680;EL PINGO
300849685;ESPINILLO NORTE
300849690;LA PICADA
300849695;LAS GARZAS
300849700;LAS TUNAS
300849705;MARIA GRANDE 2º
300849710;PASO DE LA ARENA
300849715;PASO DE LAS PIEDRAS
300849720;PUEBLO BRUGO
300849730;QUEBRACHO
300849735;SANTA LUISA
300849740;SAUCE MONTRULL
300849745;SAUCE PINTO
300849750;SOSA
300849755;TEZANOS PINTO
300849760;VILLA FONTANA
300849765;VILLA GOBERNADOR ETCHEVEHERE
300880000;ZONA RURAL
300880378;GENERAL CAMPOS
300880385;SAN SALVADOR
300889770;COLONIA BAYLINA
300889775;COLONIA OFICIAL Nº5
300889780;SAN ERNESTO
300889785;WALTER MOSS
300910000;ZONA RURAL
300910392;GOBERNADOR MANSILLA
300910399;MACIA
300910406;ROSARIO DEL TALA
300919790;ALTAMIRANO SUR
300919795;ARROYO CLE
300919800;DURAZNO
300919805;SOLA
300919810;GOBERNADOR ECHAGUE
300919815;GUARDAMONTE
300919820;LA OLLITA
300919825;LAS GUACHAS
300980000;ZONA RURAL
300980413;BASAVILBASO
300980420;CASEROS
300980423;COLONIA ELIA
300980427;CONCEPCION DEL URUGUAY
300980434;HERRERA
300980437;1º DE MAYO
300980441;PRONUNCIAMIENTO
300980448;SAN JUSTO
300980455;SANTA ANITA
300980462;VILLA MANTERO
300989832;ARROYO GENA
300989840;ESTACION LIBAROS
300989845;LAS MOSCAS
300989855;ROCAMORA
300989860;SAN CIPRIANO
300989865;SAN MARCIAL
300989872;TALA
301050000;ZONA RURAL
301050469;VICTORIA
301059875;ANTELO
301059880;CHILCAS
301059885;DISTRITO PAJONAL
301059890;HINOJAL
301059895;LAGUNA DEL PESCADO
301059900;MOLINO DOLL
301059910;RINCON DE NOGOYA
301059915;RINCON DEL DOLL
301130000;ZONA RURAL
301130476;VILLA CLARA
301130483;VILLA DOMINGUEZ
301130490;VILLAGUAY
301139917;COLONIA ADIVINO
301139920;ESTACION RAICES
301139925;INGENIERO SAJAROFF
301139930;JUBILEO
301139935;LUCAS NORTE
301139940;LUCAS SUR PRIMERO
301139945;LUCAS SUR SEGUNDO
301139950;MOJONES NORTE
301139955;MOJONES SUR
301139957;PARAJE LOS ALGARROBOS
301139960;PASO DE LA LAGUNA
301139965;RAICES OESTE
340070000;ZONA RURAL
340070007;LAGUNA YEMA
340075007;LOS CHIRIGUANOS
340075035;POZO DE MAZA
340079007;POZO DEL MORTERO
340140000;ZONA RURAL
340140028;FORMOSA
340145014;COLONIA PASTORIL
340145021;GRAN GUARDIA
340145028;SAN HILARIO
340149014;MARIANO BOEDO
340149021;MOJON DE FIERRO
340149028;VILLA DEL CARMEN
340210000;ZONA RURAL
340210049;GRL. LUCIO VICTORIO MANSILLA
340210056;HERRADURA
340210063;MISION SAN FRANCISCO DE LAISHI
340210070;VILLA ESCOLAR
340219035;BANCO PAYAGUA
340219042;TATANE
340280000;ZONA RURAL
340280077;INGENIERO GUILLERMO N. JUAREZ
340350000;ZONA RURAL
340350091;COMANDANTE FONTANA
340350098;ESTANISLAO DEL CAMPO
340350112;GENERAL BELGRANO
340350119;VILLA GENERAL GUEMES
340350126;IBARRETA
340350133;LAS LOMITAS
340350140;POZO DEL TIGRE
340350147;SAN MARTIN DOS
340355042;FORTIN CABO 1º  LUGONES
340355049;SUBTENIENTE PERIN
340359049;BARTOLOME DE LAS CASAS
340359056;COLONIA SARMIENTO
340359063;EL RECREO
340359070;FORTIN SARGENTO 1º LEYES
340359077;JUAN G. BAZAN
340359084;POSTA CAMBIO ZALAZAR
340359091;SAN MARTIN I
340420000;ZONA RURAL
340420168;EL ESPINILLO
340420175;MISION TACAAGLE
340425056;BUENA VISTA
340425063;TRES LAGUNAS
340429098;LAGUNA GALLO
340429105;PORTON NEGRO
340490000;ZONA RURAL
340490189;CLORINDA
340490196;LAGUNA BLANCA
340490203;LAGUNA NAICK NECK
340490210;RIACHO HE-HE
340495070;SIETE PALMAS
340499112;PALMA SOLA
340499119;RIACHO NEGRO
340560000;ZONA RURAL
340560224;EL COLORADO
340560231;MAYOR VICENTE E. VILLAFAÑE
340560238;PALO SANTO
340560245;PIRANE
340560252;VILLA DOS TRECE
340630000;ZONA RURAL
340630259;GENERAL MOSCONI
340639126;EL POTRILLO
380070014;ABRA PAMPA
380076007;ABDON CASTRO TOLAY
380076014;ABRALAITE
380076021;PUESTO DEL MARQUEZ
380140056;EL CARMEN
380140063;MONTERRICO
380140077;PERICO
380146035;AGUAS CALIENTES
380146042;PAMPA BLANCA
380146049;PUESTO VIEJO
380210035;SAN SALVADOR DE JUJUY
380216028;YALA
380280091;EL AGUILAR
380280105;HUMAHUACA
380286056;HIPOLITO YRIGOYEN
380286063;TRES CRUCES
380350119;CAIMANCITO
380350126;CALILEGUA
380350133;FRAILE PINTADO
380350134;FRAILE PINTADO
380350140;LIBERTADOR GENERAL SAN MARTIN
380350147;YUTO
380420154;PALPALA
380496070;MINA PIRQUITAS
380496077;RINCONADA
380496140;CUSI CUSI
380566084;SAN ANTONIO
380630196;LA ESPERANZA
380630203;LA MENDIETA
380630224;SAN PEDRO DE JUJUY
380636091;ARRAYANAL
380636105;RODEITO
380636112;ROSARIO DE RIO GRANDE
380700238;EL TALAR
380700245;PALMA SOLA
380700252;SANTA CLARA
380706098;EL FUERTE
380706119;EL PIQUETE
380706126;VINALITO
380776133;CIENEGUILLAS
380776140;CUSI CUSI
380776147;SANTA CATALINA
380846154;CATUA
380846161;SUSQUES
380846168;CORANZULI
380940329;TILCARA
380946175;HUACALERA
380946182;MAIMARA
380986189;PURMAMARCA
380986196;TUMBAYA
380986203;VOLCAN
381056210;CASPALA
381056217;PAMPICHUELA
381056224;SAN FRANCISCO
381056231;SANTA ANA
381056238;VALLE GRANDE
381120406;LA QUIACA
381126245;BARRIOS
381126252;CANGREJILLOS
381126259;EL CONDOR
381126266;PUMAHUASI
381126273;YAVI
420070042;ATALIVA ROCA
420070112;DOBLAS
420070231;MACACHIN
420070259;MIGUEL RIGLOS
420070322;ROLON
420070364;TOMAS M ANCHORENA
420140056;BERNASCONI
420140154;GENERAL SAN MARTIN
420140182;JACINTO ARAUZ
420140189;LA ADELA
420210028;ANGUIL
420210238;MAURICIO MAYER
420210336;SANTA ROSA
420210413;WINIFREDA
420280077;CATRILO
420280217;LONQUIMAY
420280259;MIGUEL RIGLOS
420280364;TOMAS M ANCHORENA
420280378;URIBURU
420350091;COLONIA BARON
420350098;CONHELO
420350119;EDUARDO CASTEX
420350210;LA MARUJA
420350224;LUAN TORO
420350238;MAURICIO MAYER
420350245;METILEO
420350266;MONTE NIEVAS
420350406;VILLA MIRASOL
420350413;WINIFREDA
420355133;RUCANELO
420420280;PUELCHES
420420385;COLONIA 25 DE MAYO
420422007;CASA DE PIEDRA
420425070;GOBERNADOR DUVAL
420490329;SANTA ISABEL
420490399;VICTORICA
420560049;BERNARDO LARROUDE
420560084;CEBALLOS
420560105;CORONEL HILARIO LAGOS
420560147;GENERAL PICO
420560175;INTENDENTE ALVEAR
420560392;VERTIZ
420565140;SARAH
420630196;LA HUMADA
420635021;ALGARROBO DEL AGUILA
420700014;ALPACHIRI
420700112;DOBLAS
420700140;GENERAL CAMPOS
420700161;GUATRACHE
420700322;ROLON
420700343;COLONIA SANTA TERESA
420705028;COLONIA SANTA MARIA
420705105;PERU
420770007;ABRAMO
420770056;BERNASCONI
420770154;GENERAL SAN MARTIN
420770182;JACINTO ARAUZ
420775105;PERU
420775154;UNANUE
420840189;LA ADELA
420840280;PUELCHES
420845042;CUCHILLO CO
420845070;GOBERNADOR DUVAL
420840133;GENERAL ACHA
420915077;LA REFORMA
420915084;LIMAY MAHUIDA
420980070;CARRO QUEMADO
420980224;LUAN TORO
420980350;TELEN
420980399;VICTORICA
420985091;LOVENTUE
421050147;GENERAL PICO
421050245;METILEO
421050301;QUEMU QUEMU
421050392;VERTIZ
421055014;AGUSTONI
421055056;DORILA
421055147;SPELUZZI
421120287;PUELEN
421120385;COLONIA 25 DE MAYO
421122007;CASA DE PIEDRA
421190077;CATRILO
421190091;COLONIA BARON
421190217;LONQUIMAY
421190245;METILEO
421190252;MIGUEL CANE
421190301;QUEMU QUEMU
421190378;URIBURU
421190406;VILLA MIRASOL
421195126;RELMO
421260063;CALEUFU
421260168;INGENIERO LUIGGI
421260210;LA MARUJA
421260273;PARERA
421260308;RANCUL
421265112;PICHI HUINCA
421265119;QUETREQUEN
421330021;ALTA ITALIA
421330126;EMBAJADOR MARTINI
421330168;INGENIERO LUIGGI
421330273;PARERA
421330315;REALICO
421330392;VERTIZ
421335007;ADOLFO VAN PRAET
421335063;FALUCHO
421335098;MAISONAVE
421400042;ATALIVA ROCA
421400070;CARRO QUEMADO
421400224;LUAN TORO
421400336;SANTA ROSA
421400357;TOAY
421400413;WINIFREDA
421470021;ALTA ITALIA
421470035;ARATA
421470063;CALEUFU
421470119;EDUARDO CASTEX
421470126;EMBAJADOR MARTINI
421470168;INGENIERO LUIGGI
421470245;METILEO
421470266;MONTE NIEVAS
421470371;TRENEL
421470392;VERTIZ
421475147;SPELUZZI
421540042;ATALIVA ROCA
421540133;GENERAL ACHA
421540294;QUEHUE
421545028;COLONIA SANTA MARIA
421545049;CHACHARRAMENDI
421545154;UNANUE
460070007;ARAUCO
460140014;CAPITAL
460210021;CASTRO BARROS
460280028;CORONEL FELIPE VARELA
460350035;CHAMICAL
460420042;CHILECITO
460490049;FAMATINA
460560056;GENERAL ANGEL V PEÑALOZA
460630063;GENERAL BELGRANO
460700070;GENERAL JUAN F QUIROGA
460770077;GENERAL LAMADRID
460840084;GENERAL OCAMPO
460910091;GENERAL SAN MARTIN
460980098;VINCHINA
461050105;INDEPENDENCIA
461120112;ROSARIO VERA PEÑALOZA
461190119;SAN BLAS DE LOS SAUCES
461260126;SANAGASTA
500070007;CAPITAL
500140014;GENERAL ALVEAR
500210021;GODOY CRUZ
500280028;GUAYMALLEN
500350035;JUNIN
500420042;LA PAZ
500490049;LAS HERAS
500560056;LAVALLE
500630063;LUJAN DE CUYO
500700070;MAIPU
500770077;MALARGUE
500840084;RIVADAVIA
500910091;SAN CARLOS
500980098;SAN MARTIN
501050105;SAN RAFAEL
501120112;SANTA ROSA
501190119;TUNUYAN
501260126;TUPUNGATO
540070007;APOSTOLES
540070014;AZARA
540070021;SAN JOSE
540070028;TRES CAPONES
540140035;ARISTOBULO DEL VALLE
540140042;CAMPO GRANDE
540140049;DOS DE MAYO
540210056;BONPLAND
540210063;CANDELARIA
540210070;CERRO CORA
540210077;LORETO
540210084;MARTIRES
540210091;PROFUNDIDAD
540210098;SANTA ANA
540280105;FACHINAL
540280112;GARUPA
540280119;POSADAS
540350126;CONCEPCION DE LA SIERRA
540350133;SANTA MARIA
540420140;COLONIA DELICIA
540420147;COLONIA VICTORIA
540420154;ELDORADO
540420161;9 DE JULIO
540420168;SANTIAGO DE LINIERS
540490175;BERNARDO DE IRIGOYEN
540490182;ANDRESITO
540490189;SAN ANTONIO
540560196;EL SOBERBIO
540560203;SAN VICENTE
540630210;PUERTO ESPERANZA
540630217;PUERTO IGUAZU
540630224;PUERTO LIBERTAD
540630231;WANDA
540700238;ALMAFUERTE
540700245;ARROYO DEL MEDIO
540700252;CAA YARI
540700259;CERRO AZUL
540700266;DOS ARROYOS
540700273;GOBERNADOR LOPEZ
540700280;LEANDRO N. ALEM
540700287;OLEGARIO VICTOR ANDRADE
540770294;CAPIOVI
540770301;EL ALCAZAR
540770308;GARUHAPE
540770315;PUERTO LEONI
540770322;PUERTO RICO
540770329;RUIZ DE MONTOYA
540840336;CARAGUATAY
540840343;MONTECARLO
540840350;PUERTO PIRAY
540910357;CAMPO RAMON
540910364;CAMPO VIERA
540910371;COLONIA ALBERDI
540910378;GENERAL ALVEAR
540910385;GUARANI
540910392;LOS HELECHOS
540910399;OBERA
540910406;PANAMBI
540910413;SAN MARTIN
540980420;COLONIA POLANA
540980427;CORPUS
540980434;GENERAL URQUIZA
540980441;GOBERNADOR ROCA
540980448;HIPOLITO YRIGOYEN
540980455;JARDIN AMERICA
540980462;SAN IGNACIO
540980469;SANTO PIPO
541050476;FLORENTINO AMEGHINO
541050483;ITACARUARE
541050490;MOJON GRANDE
541050497;SAN JAVIER
541120504;SAN PEDRO
541190511;ALBA POSSE
541190518;COLONIA AURORA
541190525;25 DE MAYO
580070000;ZONA RURAL
580070007;ALUMINE
580070252;VILLA PEHUENIA
580140000;ZONA RURAL
580140014;AÑELO
580140021;SAN PATRICIO DEL CHAÑAR
580145014;AGUADA SAN ROQUE
580145021;LOS CHIHUIDOS
580210000;ZONA RURAL
580210028;LAS COLORADAS
580215028;PILO LIL
580215154;VILLA PUENTE PICUN LEUFU
580280000;ZONA RURAL
580280035;PIEDRA DEL AGUILA
580285035;SANTO TOMAS
580350000;ZONA RURAL
580350042;CENTENARIO
580350049;CUTRAL CO
580350056;NEUQUEN
580350063;PLAZA HUINCUL
580350070;PLOTTIER
580350077;SENILLOSA
580350084;VILLA EL CHOCON
580350091;VISTA ALEGRE
580355042;SAUZAL BONITO
580420000;ZONA RURAL
580420098;CHOS MALAL
580420105;TRICAO MALAL
580425049;COYUCO COCHICO
580425056;VILLA CURI LEUVU
580490000;ZONA RURAL
580490112;JUNIN DE LOS ANDES
580560000;ZONA RURAL
580560119;SAN MARTIN DE LOS ANDES
580630000;ZONA RURAL
580630126;LONCOPUE
580635063;CHORRIACA
580700000;ZONA RURAL
580700133;VILLA LA ANGOSTURA
580705070;VILLA TRAFUL
580770000;ZONA RURAL
580770140;ANDACOLLO
580770147;HUINGANCO
580770154;LAS OVEJAS
580770161;LOS MICHES
580775077;GUAÑACOS
580775084;MANZANO AMARGO
580775091;VARVARCO - INVERNADA VIEJA
580775098;VILLA DEL NAHUEVE
580840000;ZONA RURAL
580840168;CAVIAHUE - COPAHUE
580840175;EL CHOLAR
580840182;EL HUECU
580840189;TAQUIMILAN
580910000;ZONA RURAL
580910196;BARRANCAS
580910203;BUTA RANQUIL
580910210;RINCON DE LOS SAUCES
580915105;OCTAVIO PICO
580980000;ZONA RURAL
580980217;PICUN LEUFU
580985112;EL SAUCE
580985119;PASO AGUERRE
581050000;ZONA RURAL
581050224;BAJADA DEL AGRIO
581050231;LAS LAJAS
581055126;QUILI MALAL
581120000;ZONA RURAL
581120238;MARIANO MORENO
581120245;ZAPALA
581125133;COVUNCO ABAJO
581125140;LOS CATUTOS
581125147;RAMON M CASTRO
581125154;VILLA PUENTE PICUN LEUFU
620070000;ZONA RURAL
620070007;GUARDIA MITRE
620070014;VIEDMA
620075014;SAN JAVIER
620140000;ZONA RURAL
620140021;CHIMPAY
620140028;CHOELE CHOEL
620140035;CORONEL BELISLE
620140042;DARWIN
620140049;LAMARQUE
620140056;LUIS BELTRAN
620140063;POMONA
620145084;CHELFORO
620210000;ZONA RURAL
620210070;EL BOLSON
620210077;SAN CARLOS DE BARILOCHE
620215028;EL MANSO
620215049;VILLA MASCARDI
620280000;ZONA RURAL
620280084;GENERAL CONESA
620350000;ZONA RURAL
620350133;CIPOLLETTI
620350161;GENERAL ROCA
620355056;EL CUY
620355063;CERRO POLICIA
620355070;MENCUE
620355077;AGUADA GUZMAN
620355098;NAUPA HUEN
620355112;VALLE AZUL
620420000;ZONA RURAL
620420091;ALLEN
620420098;CAMPO GRANDE
620420105;CATRIEL
620420112;CERVANTES
620420119;CHICHINALES
620420126;CINCO SALTOS
620420133;CIPOLLETTI
620420140;CONTRALMIRANTE CORDERO
620420147;GENERAL ENRIQUE GODOY
620420154;GENERAL FERNANDEZ ORO
620420161;GENERAL ROCA
620420168;INGENIERO HUERGO
620420175;MAINQUE
620420182;VILLA REGINA
620425105;PEÑAS BLANCAS
620490000;ZONA RURAL
620490189;MINISTRO RAMOS MEXIA
620490196;SIERRA COLORADA
620495119;RINCON TRENETA
620495126;YAMINUE
620495161;CONA NIYEU
620495210;COMICO
620495259;PRAHUANIYEU
620560000;ZONA RURAL
620560203;ÑORQUINCO
620560224;PILCANIYEU
620565238;MAMUEL CHOIQUE
620565245;OJOS DE AGUA
620565266;RIO CHICO
620630000;ZONA RURAL
620630210;RIO COLORADO
620635133;PICHI MAHUIDA
620700000;ZONA RURAL
620700217;COMALLO
620700224;PILCANIYEU
620700273;DINA HUAPI
620705042;VILLA LLANQUIN
620705140;PILQUINIYEU DEL LIMAY
620705231;LAGUNA BLANCA
620770231;SAN ANTONIO OESTE
620770238;SIERRA GRANDE
620840000;ZONA RURAL
620840245;VALCHETA
620845147;ARROYO LOS BERROS
620845154;ARROYO VENTANA
620845168;AGUADA CECILIO
620845182;NAHUEL NIYEU
620845189;SIERRA PAILEMAN
620910000;ZONA RURAL
620910252;INGENIERO JACOBACCI
620910259;LOS MENUCOS
620910266;MAQUINCHAO
620915196;AGUADA DE GUERRA
620915203;COLAN CONUE
620915217;CLEMENTE ONELLI
620915224;EL CAIN
620915252;PILQUINIYEU
660070007;APOLINARIO SARAVIA
