MUNI;label
660070014;EL QUEBRACHAL
660070021;GENERAL PIZARRO
660070028;JOAQUIN V GONZALEZ
660070035;LAS LAJITAS
660140042;CACHI
660140049;PAYOGASTA
660210056;CAFAYATE
660280063;SALTA
660280070;SAN LORENZO
660350077;CERRILLOS
660350084;LA MERCED
660420091;CHICOANA
660420098;EL CARRIL
660490105;CAMPO SANTO
660490112;EL BORDO
660490119;GENERAL GUEMES
660560126;AGUARAY
660560133;EMBARCACION
660560140;GENERAL BALLIVIAN
660560147;GENERAL MOSCONI
660560154;PROFESOR SALVADOR MAZZA
660560161;TARTAGAL
660630168;GUACHIPAS
660700175;IRUYA
660700182;ISLA DE CAÑAS
660770189;LA CALDERA
660770196;VAQUEROS
660840203;EL JARDIN
660840210;EL TALA
660840217;LA CANDELARIA
660910224;LA POMA
660980231;CORONEL MOLDES
660980238;LA VIÑA
661050245;SAN ANTONIO DE LOS COBRES
661050252;TOLAR GRANDE
661120259;EL GALPON
661120266;METAN
661120280;RIO PIEDRAS
661190273;MOLINOS
661190287;SECLANTAS
661260294;COLONIA SANTA ROSA
661260301;HIPOLITO YRIGOYEN
661260308;PICHANAL
661260315;SAN RAMON DE LA NUEVA ORAN
661260322;URUNDEL
661330329;RIVADAVIA BANDA NORTE
661330336;RIVADAVIA BANDA SUR
661330343;SANTA VICTORIA ESTE
661400350;EL POTRERO
661400357;ROSARIO DE LA FRONTERA
661470364;CAMPO QUIJANO
661470371;ROSARIO DE LERMA
661540378;ANGASTACO
661540385;ANIMANA
661540392;SAN CARLOS
661610399;LOS TOLDOS
661610406;NAZARENO
661610413;SANTA VICTORIA OESTE
700070007;ALBARDON
700140014;ANGACO
700210021;CALINGASTA
700280028;SAN JUAN
700350035;CAUCETE
700420042;CHIMBAS
700490049;IGLESIA
700560056;JACHAL
700630063;9 DE JULIO
700700070;POCITO
700770077;RAWSON
700840084;RIVADAVIA
700910091;SAN MARTIN
700980098;SANTA LUCIA
701050105;SARMIENTO
701120112;ULLUM
701190119;VALLE FERTIL
701260126;25 DE MAYO
701330133;ZONDA
740070000;ZONA RURAL
740070007;CANDELARIA
740070014;LUJAN
740070021;QUINES
740070028;SAN FRANCISCO DEL MONTE DE ORO
740076007;LEANDRO N ALEM
740140000;ZONA RURAL
740140035;VILLA GENERAL ROCA
740146014;LA CALERA
740146021;NOGOLI
740146028;VILLA DE LA QUEBRADA
740210000;ZONA RURAL
740210038;ESTANCIA GRANDE
740210042;LA TOMA
740216035;CAROLINA
740216042;EL TRAPICHE
740216049;FRAGA
740216056;VILLA LA FLORIDA
740216063;SALADILLO
740280000;ZONA RURAL
740280049;CONCARAN
740280056;NASCHEL
740280063;TILISARAO
740286070;CORTADERAS
740286077;PAPAGAYOS
740286084;RENCA
740286091;SAN PABLO
740286098;VILLA DEL CARMEN
740286105;VILLA LARCA
740350000;ZONA RURAL
740350070;JUSTO DARACT
740350073;NACION RANQUEL
740350077;VILLA MERCEDES
740356112;SAN JOSE DEL MORRO
740356119;JUAN JORBA
740356126;JUAN LLERENA
740356133;LA PUNILLA
740356140;LAVAISSE
740420000;ZONA RURAL
740420084;BUENA ESPERANZA
740420091;UNION
740426147;ANCHORENA
740426154;ARIZONA
740426161;BAGUAL
740426168;BATAVIA
740426175;FORTIN EL PATRIA
740426182;FORTUNA
740426189;NAVIA
740426196;NUEVA GALIA
740490000;ZONA RURAL
740490098;SANTA ROSA DEL CONLARA
740490105;VILLA DE MERLO
740496203;CARPINTERIA
740496210;LAFINUR
740496217;LOS MOLLES
740496224;TALITA
740560000;ZONA RURAL
740560108;DESAGUADERO
740560119;JUANA KOSLAY
740560133;SAN LUIS
740566231;ALTO PELADO
740566238;ALTO PENCOSO
740566245;BALDE
740566252;BEAZLEY
740566259;EL VOLCAN
740566266;POTRERO DE LOS FUNES
740566273;SAN JERONIMO
740566280;ZANJITAS
740569007;LA PUNTA
740630000;ZONA RURAL
740630140;SAN MARTIN
740636287;LA VERTIENTE
740636294;LAS AGUADAS
740636301;LAS CHACRAS
740636308;LAS LAGUNAS
740636315;PASO GRANDE
740636322;VILLA DE PRAGA
780070000;ZONA RURAL
780070007;COMANDANTE LUIS PIEDRA BUENA
780070014;PUERTO SANTA CRUZ
780140000;ZONA RURAL
780140021;CALETA OLIVIA
780140028;LAS HERAS
780140035;PICO TRUNCADO
780140042;PUERTO DESEADO
780145007;CAÑADON SECO
780145014;JARAMILLO
780145021;KOLUEL KAIKE
780149007;FITZ ROY
780149014;TELLIER
780210000;ZONA RURAL
780210049;RIO GALLEGOS
780210056;RIO TURBIO
780210063;28 DE NOVIEMBRE
780219021;EL TURBIO
780219028;JULIA DUFOUR
780219035;MINA 3
780219042;ROSPENTEK
780280000;ZONA RURAL
780280070;EL CALAFATE
780285028;EL CHALTEN
780285035;TRES LAGOS
780350000;ZONA RURAL
780350077;LOS ANTIGUOS
780350084;PERITO MORENO
780420000;ZONA RURAL
780420091;PUERTO SAN JULIAN
780490000;ZONA RURAL
780490098;GOBERNADOR GREGORES
780495042;HIPOLITO YRIGOYEN
780499049;BAJO CARACOLES
820070007;ARMSTRONG
820070014;LAS PAREJAS
820070021;LAS ROSAS
820072007;BOUQUET
820072014;MONTES DE OCA
820072021;TORTUGAS
820140028;CASILDA
820142028;AREQUITO
820142035;ARTEAGA
820142042;BERABEVU
820142049;BIGAND
820142056;CHABAS
820142063;CHAÑAR LADEADO
820142070;GODEKEN
820142077;LOS MOLINOS
820142084;LOS QUIRQUINCHOS
820142091;SAN JOSE DE LA ESQUINA
820142098;SANFORD
820142105;VILLADA
820142595;CAÑADA DEL UCLE
820210035;FRONTERA
820210042;RAFAELA
820210049;SUNCHALES
820212112;ANGELICA
820212119;ATALIVA
820212126;AURELIA
820212133;BAUER Y SIGEL
820212140;BELLA ITALIA
820212147;COLONIA ALDAO
820212154;COLONIA BICHA
820212161;COLONIA BIGAND
820212168;CASTELLANOS
820212175;COLONIA CELLO
820212182;COLONIA ITURRASPE
820212189;COLONIA MARGARITA
820212196;COLONIA RAQUEL
820212203;CORONEL FRAGA
820212210;EGUSQUIZA
820212217;ESMERALDA
820212224;ESTACION CLUCELLAS
820212231;EUSEBIA Y CAROLINA
820212238;EUSTOLIA
820212245;FIDELA
820212252;GALISTEO
820212259;GARIBALDI
820212266;HUGENTOBLER
820212273;HUMBERTO PRIMO
820212280;JOSEFINA
820212287;LEHMANN
820212294;MARIA JUANA
820212301;MAUA
820212308;PLAZA CLUCELLAS
820212315;PRESIDENTE ROCA
820212322;PUEBLO MARINI
820212329;RAMONA
820212336;SAGUIER
820212343;SAN ANTONIO
820212350;SAN VICENTE
820212357;SANTA CLARA DE SAGUIER
820212364;SUSANA
820212371;TACURAL
820212378;TACURALES
820212385;VILA
820212392;VILLA SAN JOSE
820212399;VIRGINIA
820212406;ZENON PEREYRA
820280056;VILLA CONSTITUCION
820280063;FIRMAT
820282413;ALCORTA
820282420;BOMBAL
820282427;CAÑADA RICA
820282434;CEPEDA
820282441;EMPALME VILLA CONSTITUCION
820282448;GENERAL GELLY
820282455;GODOY
820282462;JUAN B. MOLINA
820282469;JUNCAL
820282476;LA VANGUARDIA
820282483;MAXIMO PAZ
820282490;PAVON
820282497;PAVON ARRIBA
820282504;PEYRANO
820282511;RUEDA
820282518;SANTA TERESA
820282525;SARGENTO CABRAL
820282532;THEOBALD
820352539;CAYASTA
820352546;COLONIA MASCIAS
820352553;HELVECIA
820352560;SALADERO MARIANO CABAL
820352567;SANTA ROSA DE CALCHINES
820420063;FIRMAT
820420070;RUFINO
820420077;VENADO TUERTO
820420084;VILLA CAÑAS
820422070;GODEKEN
820422574;AARON CASTELLANOS
820422581;AMENABAR
820422588;CAFERATA
820422595;CAÑADA DEL UCLE
820422602;CARMEN
820422609;CARRERAS
820422616;CHAPUY
820422623;CHOVET
820422630;CHRISTOPHERSEN
820422637;DIEGO DE ALVEAR
820422644;ELORTONDO
820422651;HUGHES
820422658;LA CHISPA
820422665;LABORDEBOY
820422672;LAZZARINO
820422679;MAGGIOLO
820422686;MARIA TERESA
820422693;MELINCUE
820422700;MIGUEL TORRES
820422707;MURPHY
820422714;SAN EDUARDO
820422721;SAN FRANCISCO DE SANTA FE
820422728;SAN GREGORIO
820422735;SANCTI SPIRITU
820422742;SANTA ISABEL
820422749;TEODELINA
820422756;WHEELWRIGHT
820490091;AVELLANEDA
820490098;LAS TOSCAS
820490105;MALABRIGO
820490112;RECONQUISTA
820490119;VILLA OCAMPO
820492763;ARROYO CEIBAL
820492770;BERNA
820492777;EL ARAZA
820492784;EL RABON
820492791;EL SOMBRERITO
820492798;FLORENCIA
820492805;GUADALUPE NORTE
820492812;INGENIERO CHANOURDIE
820492819;LA SARITA
820492826;LANTERI
820492833;LAS GARZAS
820492840;LOS LAURELES
820492847;NICANOR MOLINAS
820492854;SAN ANTONIO DE OBLIGADO
820492861;TACUARENDI
820492868;VILLA ANA
820492875;VILLA GUILLERMINA
820560126;CAÑADA DE GOMEZ
820560133;TOTORAS
820562882;BUSTINZA
820562889;CARRIZALES
820562896;CLASSON
820562903;CORREA
820562910;LUCIO V. LOPEZ
820562917;OLIVEROS
820562924;PUEBLO ANDINO
820562931;SALTO GRANDE
820562938;SERODINO
820562945;VILLA ELOISA
820630140;LAGUNA PAIVA
820630147;SANTA FE
820630154;SANTO TOME
820632952;ARROYO AGUIAR
820632959;ARROYO LEYES
820632966;CABAL
820632973;CAMPO ANDINO
820632980;CANDIOTI
820632987;EMILIA
820632994;LLAMBI CAMPBELL
820633001;MONTE VERA
820633008;NELSON
820633015;RECREO
820633022;SAN JOSE DEL RINCON
820633029;SAUCE VIEJO
820700161;ESPERANZA
820700168;SAN CARLOS CENTRO
820703036;CAVOUR
820703043;SAN JOSE
820703050;CULULU
820703057;ELISA
820703064;EMPALME SAN CARLOS
820703071;FELICIA
820703078;FRANCK
820703085;GRUTLY
820703092;HIPATIA
820703099;HUMBOLDT
820703106;ITUZAINGO
820703113;JACINTO L. ARAUZ
820703120;LA PELADA
820703127;LAS TUNAS
820703134;MARIA LUISA
820703141;MATILDE
820703148;NUEVO TORINO
820703155;PILAR
820703162;PROGRESO
820703169;PROVIDENCIA
820703176;PUJATO NORTE
820703183;RIVADAVIA
820703190;SA PEREYRA
820703197;SAN AGUSTIN
820703204;SAN CARLOS NORTE
820703211;SAN CARLOS SUD
820703218;SAN JERONIMO DEL SAUCE
820703225;SAN JERONIMO NORTE
820703232;SAN MARIANO
820703239;SANTA CLARA DE BUENA VISTA
820703246;SANTA MARIA CENTRO
820703253;SANTA MARIA NORTE
820703260;SANTO DOMINGO
820703267;SARMIENTO
820703274;SOUTOMAYOR
820770175;TOSTADO
820773281;ESTEBAN RAMS
820773288;GATO COLORADO
820773295;GREGORIA PEREZ DE DENIS
820773302;JUAN DE GARAY
820773309;LOGROÑO
820773316;MONTEFIORE
820773323;POZO BORRADO
820773330;SAN BERNARDO
820773337;SANTA MARGARITA
820773344;VILLA MINETTI
820840182;ARROYO SECO
820840189;FUNES
820840196;GRANADERO BAIGORRIA
820840203;PEREZ
820840210;ROSARIO
820840217;VILLA GOBERNADOR GALVEZ
820843351;ACEBAL
820843358;ALBARELLOS
820843365;ALVAREZ
820843372;ALVEAR
820843379;ARMINDA
820843386;CARMEN DEL SAUCE
820843393;CORONEL BOGADO
820843400;FIGHIERA
820843407;GENERAL LAGOS
820843414;IBARLUCEA
820843421;PIÑERO
820843428;PUEBLO ESTHER
820843435;PUEBLO MUÑOZ
820843442;SOLDINI
820843449;URANGA
820843456;VILLA AMELIA
820843463;ZAVALLA
820843470;CORONEL DOMINGUEZ
820843988;CORONEL ARNOLD
820910224;CERES
820910231;SAN CRISTOBAL
820913477;AGUARA GRANDE
820913484;AMBROSETTI
820913491;ARRUFO
820913498;CAPIVARA
820913505;COLONIA ANA
820913512;COLONIA BOSSI
820913519;COLONIA ROSA
820913526;CONSTANZA
820913533;CURUPAITY
820913540;DOS ROSAS Y LA LEGUA
820913547;HERSILIA
820913554;HUANQUEROS
820913561;LA CABRAL
820913568;COLONIA CLARA
820913575;LA LUCILA
820913582;LA RUBIA
820913589;LAS AVISPAS
820913596;LAS PALMERAS
820913603;MOISES VILLE
820913610;MONIGOTES
820913617;MONTE OSCURIDAD
820913624;ÑANDUCITA
820913631;PALACIOS
820913638;PORTUGALETE
820913645;SAN GUILLERMO
820913652;SANTURCE
820913659;SOLEDAD
820913666;SUARDI
820913673;VILLA SARALEGUI
820913680;VILLA TRINIDAD
820980238;SAN JAVIER
820983687;ALEJANDRA
820983694;CACIQUE ARIACAIQUIN
820983701;COLONIA DURAN
820983708;LA BRAVA
820983715;ROMANG
821050245;CORONDA
821050252;GALVEZ
821050256;SAN GENARO
821053722;AROCENA
821053729;BARRANCAS
821053736;BERNARDO DE IRIGOYEN
821053743;CAMPO PIAGGIO
821053750;CASALEGNO
821053757;CENTENO
821053764;DESVIO ARIJON
821053771;DIAZ
821053778;GABOTO
821053785;GESSLER
821053792;IRIGOYEN
821053799;LARRECHEA
821053806;LOMA ALTA
821053813;LOPEZ
821053820;MACIEL
821053827;MONJE
821053834;SAN EUGENIO
821053841;SAN FABIAN
821120259;SAN JUSTO
821123862;ANGELONI
821123869;CAYASTACITO
821123876;COLONIA DOLORES
821123883;ESTHER
821123890;GOBERNADOR CRESPO
821123897;LA CAMILA
821123904;LA CRIOLLA
821123911;LA PENCA Y CARAGUATA
821123918;MARCELINO ESCALADA
821123925;NARE
821123932;PEDRO GOMEZ CELLO
821123939;RAMAYON
821123946;SAN BERNARDO
821123953;SAN MARTIN NORTE
821123960;SILVA
821123967;VERA Y PINTADO
821123974;VIDELA
821190189;FUNES
821190266;CAPITAN BERMUDEZ
821190273;CARCARAÑA
821190280;FRAY LUIS BELTRAN
821190287;PUERTO GENERAL SAN MARTIN
821190294;ROLDAN
821190301;SAN LORENZO
821193379;ARMINDA
821193414;IBARLUCEA
821193463;ZAVALLA
821193981;ALDAO
821193988;CORONEL ARNOLD
821193995;FUENTES
821194002;LUIS PALACIOS
821194009;PUJATO
821194016;RICARDONE
821194023;SAN JERONIMO SUD
821194030;TIMBUES
821194037;VILLA MUGUETA
821260308;EL TREBOL
821260315;SAN JORGE
821260322;SASTRE
821264044;CAÑADA ROSQUIN
821264051;CARLOS PELLEGRINI
821264058;CASAS
821264065;CASTELAR
821264072;COLONIA BELGRANO
821264079;CRISPI
821264086;LANDETA
821264093;LAS BANDURRIAS
821264100;LAS PETACAS
821264107;LOS CARDOS
821264114;MARIA SUSANA
821264121;PIAMONTE
821264128;SAN MARTIN DE LAS ESCOBAS
821264135;TRAILL
821330329;CALCHAQUI
821330336;VERA
821334142;CAÑADA OMBU
821334149;FORTIN OLMOS
821334156;GARABATO
821334163;GOLONDRINA
821334170;INTIYACO
821334177;LA GALLARETA
821334184;LOS AMORES
821334191;MARGARITA
821334198;TARTAGAL
821334205;TOBA
860070000;ZONA RURAL
860070007;PINTO (GOB.)
860076007;MALBRAN
860076308;ARGENTINA
860076315;CASARES
860140000;ZONA RURAL
860140014;CAMPO GALLO
860146014;SACHAYOJ
860146322;DONADEU
860146329;SANTOS LUGARES
860210000;ZONA RURAL
860210021;VILLA ATAMISQUI
860216021;ESTACION ATAMISQUI
860216028;MEDELLIN
860280000;ZONA RURAL
860280028;COLONIA DORA
860286035;HERRERA
860286042;ICAÑO
860286049;LUGONES
860286056;REAL SAYANA
860286336;MAILIN
860350000;ZONA RURAL
860350035;CLODOMIRA
860350042;LA BANDA
860356063;ESTACION SIMBOLAR
860356070;LOS QUIROGA
860356343;ANTAJE
860356350;ARDILES
860356357;CAÑADA ESCOBAR
860356364;CHAUPI POZO
860356371;LA AURORA
860356378;LA DARSENA
860420000;ZONA RURAL
860420049;BANDERA
860426077;FORTIN INCA
860426084;GUARDIA ESCOLTA
860426385;CUATRO BOCAS
860490000;ZONA RURAL
860490056;SANTIAGO DEL ESTERO
860496392;SAN PEDRO
860496399;VILLA ZANJON
860560000;ZONA RURAL
860560063;MONTE QUEMADO
860560070;PAMPA DE LOS GUANACOS
860566091;LOS PIRPINTOS
860566406;EL CABURE
860566413;SAN JOSE DEL BOQUERON
860566420;VILLA MATOQUE
860630000;ZONA RURAL
860630077;FRIAS
860636098;CHOYA
860636105;LAPRIDA
860636112;TAPSO
860636119;VILLA LA PUNTA
860700000;ZONA RURAL
860706126;BANDERA BAJADA
860706133;LA CAÑADA
860706427;COLONIA SAN JUAN
860706434;LA INVERNADA
860706441;VILLA FIGUEROA
860770000;ZONA RURAL
860770084;AÑATUYA
860770091;LOS JURIES
860776140;TOMAS YOUNG
860776448;AVERIAS
860776455;ESTACION TACAÑITAS
860840000;ZONA RURAL
860840098;SAN PEDRO DE GUASAYAN
860846147;LAVALLE
860846462;DOÑA LUISA
860846469;GUAMPACHA
860846476;VILLA GUASAYAN
860910000;ZONA RURAL
860910105;POZO HONDO
860916154;BOBADAL
860916161;EL CHARCO
860916168;GRAMILLA
860916483;EL ARENAL
860980000;ZONA RURAL
860980112;SUNCHO CORRAL
860986175;MATARA
860986182;VILELAS
860986490;EL COLORADO
860986497;EL CUADRADO
860986504;POZO DEL TOBA
861050000;ZONA RURAL
861050119;LORETO
861120000;ZONA RURAL
861126189;VILLA UNION
861190000;ZONA RURAL
861190126;QUIMILI
861190133;TINTINA
861196196;WEISBURD
861196511;LAS TINAJAS
861196518;OTUMPA
861196525;PATAY
861260000;ZONA RURAL
861260140;VILLA OJO DE AGUA
861266203;SOL DE JULIO
861330000;ZONA RURAL
861330147;NUEVA ESPERANZA
861336210;EL MOJON
861336532;LAS DELICIAS
861336539;POZO BETBEDER
861336546;QUEBRACHO COTO
861336553;RAPELLI
861400000;ZONA RURAL
861400154;SUMAMPA
861406560;RAMIREZ DE VELAZCO
861470000;ZONA RURAL
861470161;TERMAS DE RIO HONDO
861476161;EL CHARCO
861476168;GRAMILLA
861476217;LOS NUÑEZ
861476224;VILLA RIO HONDO
861476567;CHAUCHILLAS
861476574;COLONIA TINCO
861476581;POZUELOS
861476588;VINARA
861540000;ZONA RURAL
861540168;SELVA
861546231;COLONIA ALPINA
861546238;PALO NEGRO
861610000;ZONA RURAL
861610175;BELTRAN
861610182;FERNANDEZ
861610189;INGENIERO FORRES
861616245;COLONIA EL SIMBOLAR
861616252;VILMER
861616595;VILLA ROBLES
861680000;ZONA RURAL
861680196;LOS TELARES
861686259;CHILCA JULIANA
861686266;VILLA SALAVINA
861686602;SABAGASTA
861750000;ZONA RURAL
861756273;BREA POZO
861756280;TABOADA
861756609;ESTACION ROBLES
861820000;ZONA RURAL
861826287;GARZA
861890000;ZONA RURAL
861896294;ARRAGA
861896301;NUEVA FRANCIA
861896616;MANOGASTA
861896623;VILLA SILIPICA
900070007;BURRUYACU
900078007;7 DE ABRIL
900078014;EL CHAÑAR
900078021;EL NARANJO Y EL SUNCHAL
900078028;EL PUESTITO
900078035;EL TIMBO
900078042;GARMENDIA
900078049;PIEDRABUENA
900078056;LA RAMADA Y LA CRUZ
900078063;BENJAMIN ARAOZ  Y EL TAJAMAR
900078070;VILLA PADRE MONTI
900140000;ZONA RURAL
900140021;ALDERETES
900140028;BANDA DEL RIO SALI
900148077;COLOMBRES
900148084;DELFIN GALLO
900148091;EL BRACHO Y EL CEVILAR
900148098;EL NARANJITO
900148105;LA FLORIDA Y LUISIANA
900148112;LAS CEJAS
900148119;LOS BULACIO Y LOS VILLAGRA
900148126;LOS PEREYRA
900148133;LOS PEREZ
900148140;LOS RALOS
900148147;RANCHILLOS Y SAN MIGUEL
900148154;SAN ANDRES
900210035;CONCEPCION
900218161;ALPACHIRI Y EL MOLINO
900218168;ALTO VERDE Y LOS GUCHEA
900218175;ARCADIA
900218182;GASTONA Y BELICHA
900218189;LA TRINIDAD
900218196;MEDINA
900280042;FAMAILLA
900350049;GRANEROS
900358203;LAMADRID
900358210;TACO RALO
900420000;ZONA RURAL
900420056;JUAN BAUTISTA ALBERDI
900428217;ESCABA
900428224;VILLA BELGRANO
900490000;ZONA RURAL
900490063;LA COCHA
900498231;EL SACRIFICIO
900498238;HUASA PAMPA
900498245;RUMI PUNCO
900498252;SAN IGNACIO
900498259;SAN JOSE DE LA COCHA
900498266;YANIMA
900560000;ZONA RURAL
900560070;BELLA VISTA
900568273;AGUA DULCE Y LA SOLEDAD
900568280;EL MOJON
900568287;ESQUINA Y MANCOPA
900568294;ESTACION ARAOZ Y TACANAS
900568301;LAS TALAS
900568308;LOS GOMEZ
900568315;LOS PUESTOS
900568322;MANUEL GARCIA FERNÁNDEZ
900568329;QUILMES Y LOS SUELDOS
900568336;RIO COLORADO
900568343;SANTA ROSA DE LEALES Y LAGUNA BLAN
900568350;LEALES
900630000;ZONA RURAL
900630077;LULES
900638357;EL MANANTIAL
900638364;SAN FELIPE Y SANTA BARBARA
900638371;SAN PABLO Y VILLA NOUGUES
900700084;MONTEROS
900708378;ACHERAL
900708385;AMBERES
900708392;CAPITAN CACERES
900708399;EL CERCADO
900708406;LEON ROUGES Y STA. ROSA
900708413;LOS SOSA
900708420;RIO SECO
900708427;SANTA LUCIA
900708434;SARGENTO MOYA
900708441;SOLDADO MALDONADO
900708448;TENIENTE BERDINA
900708455;VILLA QUINTEROS
900770000;ZONA RURAL
900770091;AGUILARES
900778462;EL POLEAR
900778469;LOS SARMIENTOS Y LA TIPA
900778476;MONTE BELLO
900778483;SANTA ANA
900840014;SAN MIGUEL DE TUCUMAN
900910098;SIMOCA
900918490;ATAHONA
900918497;BUENA VISTA
900918504;CIUDACITA
900918511;MANUELA PEDRAZA
900918518;MONTEAGUDO
900918525;PAMPA MAYO
900918532;RIO CHICO Y NUEVA TRINIDAD
900918539;SAN PEDRO Y SAN ANTONIO
900918546;SANTA CRUZ Y LA TUNA
900918553;CHICLIGASTA
900918560;YERBA BUENA (SIMOCA)
900980000;ZONA RURAL
900980105;TAFI DEL VALLE
900988567;AMAICHA DEL VALLE
900988574;COLALAO DEL VALLE
900988581;EL MOLLAR
901050112;LAS TALITAS
901050119;TAFI VIEJO
901058588;RACO
901058595;ANCAJULI
901058602;EL CADILLAL
901058609;LA ESPERANZA
901058616;LOS NOGALES
901120126;TRANCAS
901128623;CHOROMORO
901128630;SAN PEDRO DE COLALAO
901128637;TAPIA
901190133;YERBA BUENA
901198644;CEVIL REDONDO
901198651;SAN JAVIER
940070000;ZONA RURAL
940070007;RIO GRANDE
940072007;TOLHUIN
940140000;ZONA RURAL
940140014;USHUAIA
940210000;ZONA RURAL
940280000;ZONA RURAL
64270427;LA MATANZA
141402966;PLAZA LUXARDO
141402938;COLONIA ITURRASPE
380350134;FRAILE PINTADO
420840133;GENERAL ACHA
950000002;MISSING
950000001;NOTAPPLICABLE
